[2026-06-21T08:23:27.229607] $MAD poller starting...
[2026-06-21T19:56:38.293294+00:00] Price: $0.001923 | Vol24h: $23256.27 | MCap: $944065
[2026-06-21T20:01:38.841555+00:00] Price: $0.001923 | Vol24h: $23256.27 | MCap: $944065
[2026-06-21T20:06:39.566717+00:00] Price: $0.001923 | Vol24h: $23121.37 | MCap: $944065
[2026-06-21T20:11:40.070062+00:00] Price: $0.001923 | Vol24h: $23121.3 | MCap: $944065
[2026-06-21T20:16:41.543889+00:00] Price: $0.001923 | Vol24h: $23062.4 | MCap: $944065
[2026-06-21T20:21:42.126131+00:00] Price: $0.001923 | Vol24h: $23062.1 | MCap: $944065
[2026-06-21T20:26:42.663124+00:00] Price: $0.001923 | Vol24h: $23062.1 | MCap: $944065
[2026-06-21T20:31:43.403469+00:00] Price: $0.001923 | Vol24h: $23060.96 | MCap: $944065
[2026-06-21T20:36:44.001088+00:00] Price: $0.001923 | Vol24h: $23057.83 | MCap: $944065
[2026-06-21T20:41:44.499418+00:00] Price: $0.001923 | Vol24h: $23057.69 | MCap: $944065
[2026-06-21T20:46:45.370804+00:00] Price: $0.001923 | Vol24h: $23057.69 | MCap: $944065
[2026-06-21T20:51:45.870330+00:00] Price: $0.001923 | Vol24h: $23057.69 | MCap: $944065
[2026-06-21T20:56:47.027934+00:00] Price: $0.001933 | Vol24h: $23210.75 | MCap: $949092
[2026-06-21T21:01:47.509565+00:00] Price: $0.001989 | Vol24h: $23098.25 | MCap: $976516
[2026-06-21T21:06:48.050139+00:00] Price: $0.002046 | Vol24h: $23117.58 | MCap: $1004356
[2026-06-21T21:11:49.444174+00:00] Price: $0.002040 | Vol24h: $22417.06 | MCap: $1001680
[2026-06-21T21:16:49.965401+00:00] Price: $0.002041 | Vol24h: $22417.4 | MCap: $1002152
[2026-06-21T21:21:50.667979+00:00] Price: $0.002074 | Vol24h: $22482.94 | MCap: $1018402
[2026-06-21T21:26:51.171483+00:00] Price: $0.002054 | Vol24h: $22411.99 | MCap: $1008266
[2026-06-21T21:31:52.599482+00:00] Price: $0.002076 | Vol24h: $22370.56 | MCap: $1019342
[2026-06-21T21:36:53.155444+00:00] Price: $0.002083 | Vol24h: $22170.52 | MCap: $1022449
[2026-06-21T21:41:53.694874+00:00] Price: $0.002083 | Vol24h: $22098.75 | MCap: $1022449
[2026-06-21T21:46:54.789113+00:00] Price: $0.002083 | Vol24h: $22034.25 | MCap: $1022449
[2026-06-21T21:51:55.455340+00:00] Price: $0.002083 | Vol24h: $20681.81 | MCap: $1022449
[2026-06-21T21:56:56.336443+00:00] Price: $0.002090 | Vol24h: $20091.1 | MCap: $1026169
[2026-06-21T22:01:56.883426+00:00] Price: $0.002109 | Vol24h: $19943.63 | MCap: $1035200
[2026-06-21T22:06:57.408193+00:00] Price: $0.002110 | Vol24h: $19948.56 | MCap: $1035713
